NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_MYELOID_CELLS	7		Rejected!	
REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_INTERLEUKIN_SIGNALING	5		Rejected!	
REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_WNT_SIGNALING	6		Rejected!	
REACTOME_REGULATION_OF_RUNX2_EXPRESSION_AND_ACTIVITY	73	73		
REACTOME_RUNX2_REGULATES_OSTEOBLAST_DIFFERENTIATION	24	24		
REACTOME_RUNX2_REGULATES_CHONDROCYTE_MATURATION	5		Rejected!	
REACTOME_RUNX2_REGULATES_BONE_DEVELOPMENT	31	31		
REACTOME_RUNX2_REGULATES_GENES_INVOLVED_IN_CELL_MIGRATION	8		Rejected!	
REACTOME_RUNX3_REGULATES_CDKN1A_TRANSCRIPTION	7		Rejected!	
REACTOME_RUNX3_REGULATES_NOTCH_SIGNALING	14		Rejected!	
REACTOME_REGULATION_OF_RUNX3_EXPRESSION_AND_ACTIVITY	55	55		
REACTOME_REGULATION_OF_PTEN_MRNA_TRANSLATION	9		Rejected!	
REACTOME_REGULATION_OF_PTEN_GENE_TRANSCRIPTION	61	61		
REACTOME_COLLAGEN_CHAIN_TRIMERIZATION	44	44		
REACTOME_COMPETING_ENDOGENOUS_RNAS_CERNAS_REGULATE_PTEN_TRANSLATION	8		Rejected!	
REACTOME_REGULATION_OF_PTEN_LOCALIZATION	9		Rejected!	
REACTOME_REGULATION_OF_PTEN_STABILITY_AND_ACTIVITY	69	69		
REACTOME_MITOCHONDRIAL_CALCIUM_ION_TRANSPORT	23	23		
REACTOME_RUNX3_REGULATES_IMMUNE_RESPONSE_AND_CELL_MIGRATION	6		Rejected!	
REACTOME_CRISTAE_FORMATION	31	31		
REACTOME_PROCESSING_OF_SMDT1	16	16		
REACTOME_GENE_AND_PROTEIN_EXPRESSION_BY_JAK_STAT_SIGNALING_AFTER_INTERLEUKIN_12_STIMULATION	38	38		
REACTOME_RUNX3_REGULATES_WNT_SIGNALING	8		Rejected!	
REACTOME_NEDDYLATION	234	234		
REACTOME_RUNX3_REGULATES_YAP1_MEDIATED_TRANSCRIPTION	8		Rejected!	
REACTOME_RUNX3_REGULATES_P14_ARF	10		Rejected!	
REACTOME_RUNX3_REGULATES_BCL2L11_BIM_TRANSCRIPTION	5		Rejected!	
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_E2F6	34	34		
REACTOME_METABOLISM_OF_RNA	672		Rejected!	
REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI	613		Rejected!	
REACTOME_CARBOXYTERMINAL_POST_TRANSLATIONAL_MODIFICATIONS_OF_TUBULIN	43	43		
REACTOME_NUCLEOBASE_CATABOLISM	36	36		
REACTOME_NUCLEOBASE_BIOSYNTHESIS	15	15		
REACTOME_NUCLEOTIDE_SALVAGE	23	23		
REACTOME_METABOLISM_OF_STEROIDS	151	151		
REACTOME_INTESTINAL_ABSORPTION	5		Rejected!	
REACTOME_TYROSINE_CATABOLISM	5		Rejected!	
REACTOME_PHENYLALANINE_AND_TYROSINE_METABOLISM	11		Rejected!	
REACTOME_ASPARTATE_AND_ASPARAGINE_METABOLISM	11		Rejected!	
REACTOME_DIGESTION_AND_ABSORPTION	28	28		
REACTOME_CHYLOMICRON_ASSEMBLY	10		Rejected!	
REACTOME_ASSEMBLY_OF_ACTIVE_LPL_AND_LIPC_LIPASE_COMPLEXES	19	19		
REACTOME_HDL_ASSEMBLY	8		Rejected!	
REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY	19	19		
REACTOME_PLASMA_LIPOPROTEIN_REMODELING	32	32		
REACTOME_CHYLOMICRON_REMODELING	10		Rejected!	
REACTOME_HDL_CLEARANCE	5		Rejected!	
REACTOME_CHYLOMICRON_CLEARANCE	5		Rejected!	
REACTOME_LDL_CLEARANCE	19	19		
REACTOME_PLASMA_LIPOPROTEIN_CLEARANCE	33	33		
REACTOME_VLDL_CLEARANCE	6		Rejected!	
REACTOME_HDL_REMODELING	10		Rejected!	
REACTOME_PHENYLALANINE_METABOLISM	6		Rejected!	
REACTOME_GLUTAMATE_AND_GLUTAMINE_METABOLISM	14		Rejected!	
REACTOME_LIPID_PARTICLE_ORGANIZATION	6		Rejected!	
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_CDC42	20	20		
REACTOME_FATTY_ACID_METABOLISM	177	177		
REACTOME_METABOLISM_OF_COFACTORS	19	19		
REACTOME_TRIGLYCERIDE_METABOLISM	38	38		
REACTOME_GLYCOGEN_METABOLISM	27	27		
REACTOME_INTERLEUKIN_15_SIGNALING	14		Rejected!	
REACTOME_OAS_ANTIVIRAL_RESPONSE	9		Rejected!	
REACTOME_INTERLEUKIN_35_SIGNALLING	12		Rejected!	
REACTOME_INTERLEUKIN_9_SIGNALING	9		Rejected!	
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_MECP2	63	61		
REACTOME_LOSS_OF_FUNCTION_OF_MECP2_IN_RETT_SYNDROME	13		Rejected!	
REACTOME_SIGNALING_BY_NTRK2_TRKB_	25	25		
REACTOME_SIGNALING_BY_ERYTHROPOIETIN	25	25		
REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS	304	304		
REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS	297	293		
REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES	504		Rejected!	
REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS	102	102		
REACTOME_RAB_REGULATION_OF_TRAFFICKING	122	120		
REACTOME_INTERLEUKIN_37_SIGNALING	21	21		
REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING	75	75		
REACTOME_ER_QUALITY_CONTROL_COMPARTMENT_ERQC_	21	21		
REACTOME_CALNEXIN_CALRETICULIN_CYCLE	26	26		
REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS	172	172		
REACTOME_ROBO_RECEPTORS_BIND_AKAP5	9		Rejected!	
REACTOME_INTERLEUKIN_18_SIGNALING	8		Rejected!	
REACTOME_SIGNALING_BY_NOTCH3	49	49		
REACTOME_NOTCH3_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS	25	25		
REACTOME_NOTCH3_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION	25	25		
REACTOME_SIGNALING_BY_NOTCH4	82	82		
REACTOME_NOTCH4_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION	20	20		
REACTOME_NOTCH4_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS	11		Rejected!	
REACTOME_TLR3_MEDIATED_TICAM1_DEPENDENT_PROGRAMMED_CELL_DEATH	6		Rejected!	
REACTOME_TICAM1_DEPENDENT_ACTIVATION_OF_IRF3_IRF7	12		Rejected!	
REACTOME_TICAM1_TRAF6_DEPENDENT_INDUCTION_OF_TAK1_COMPLEX	11		Rejected!	
REACTOME_INTERLEUKIN_36_PATHWAY	7		Rejected!	
REACTOME_NONCANONICAL_ACTIVATION_OF_NOTCH3	8		Rejected!	
REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION	150	146		
REACTOME_BIOSYNTHESIS_OF_SPECIALIZED_PRORESOLVING_MEDIATORS_SPMS_	19	19		
REACTOME_BIOSYNTHESIS_OF_EPA_DERIVED_SPMS	6		Rejected!	
REACTOME_BIOSYNTHESIS_OF_MARESINS	8		Rejected!	
REACTOME_INTERLEUKIN_2_SIGNALING	12		Rejected!	
REACTOME_INTERLEUKIN_12_SIGNALING	47	46		
REACTOME_INTERLEUKIN_1_SIGNALING	102	102		
REACTOME_INTERLEUKIN_23_SIGNALING	9		Rejected!	
REACTOME_INTERLEUKIN_27_SIGNALING	11		Rejected!	
REACTOME_INTERLEUKIN_21_SIGNALING	10		Rejected!	
REACTOME_LOSS_OF_MECP2_BINDING_ABILITY_TO_THE_NCOR_SMRT_COMPLEX	7		Rejected!	
REACTOME_REGULATION_OF_MECP2_EXPRESSION_AND_ACTIVITY	32	31		
REACTOME_MECP2_REGULATES_NEURONAL_RECEPTORS_AND_CHANNELS	18	18		
REACTOME_MECP2_REGULATES_TRANSCRIPTION_OF_NEURONAL_LIGANDS	8		Rejected!	
REACTOME_MECP2_REGULATES_TRANSCRIPTION_FACTORS	5		Rejected!	
REACTOME_NR1H2_AND_NR1H3_MEDIATED_SIGNALING	47	47		
REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_RAS	9		Rejected!	
REACTOME_ERYTHROPOIETIN_ACTIVATES_PHOSPHOINOSITIDE_3_KINASE_PI3K_	12		Rejected!	
REACTOME_ERYTHROPOIETIN_ACTIVATES_PHOSPHOLIPASE_C_GAMMA_PLCG_	7		Rejected!	
REACTOME_ERYTHROPOIETIN_ACTIVATES_STAT5	7		Rejected!	
REACTOME_ERYTHROPOIETIN_ACTIVATES_RAS	14		Rejected!	
REACTOME_BIOSYNTHESIS_OF_MARESIN_LIKE_SPMS	6		Rejected!	
REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_PI3K	7		Rejected!	
REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_FRS2_AND_FRS3	11		Rejected!	
REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_LINKED_TO_LIPOGENESIS	9		Rejected!	
REACTOME_NR1H3_NR1H2_REGULATE_GENE_EXPRESSION_LINKED_TO_CHOLESTEROL_TRANSPORT_AND_EFFLUX	37	37		
REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_TO_LIMIT_CHOLESTEROL_UPTAKE_	5		Rejected!	
REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_LINKED_TO_TRIGLYCERIDE_LIPOLYSIS_IN_ADIPOSE	5		Rejected!	
REACTOME_NGF_STIMULATED_TRANSCRIPTION	39	39		
REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_FYN	7		Rejected!	
REACTOME_NTRK2_ACTIVATES_RAC1	5		Rejected!	
REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_CDK5	6		Rejected!	
REACTOME_PEROXISOMAL_PROTEIN_IMPORT	63	63		
REACTOME_TYSND1_CLEAVES_PEROXISOMAL_PROTEINS	7		Rejected!	
REACTOME_BLOOD_GROUP_SYSTEMS_BIOSYNTHESIS	21	21		
REACTOME_SIGNALING_BY_NTRK3_TRKC_	17	17		
REACTOME_ACTIVATED_NTRK3_SIGNALS_THROUGH_RAS	8		Rejected!	
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	71	71		
REACTOME_MEIOTIC_RECOMBINATION	87	83		
REACTOME_INTERLEUKIN_RECEPTOR_SHC_SIGNALING	27	25		
REACTOME_REGULATION_OF_SIGNALING_BY_CBL	22	22		
REACTOME_REGULATION_OF_IFNA_SIGNALING	26	26		
REACTOME_INTERFERON_SIGNALING	203	201		
REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS	62	62		
REACTOME_ENDOSOMAL_SORTING_COMPLEX_REQUIRED_FOR_TRANSPORT_ESCRT_	31	31		
REACTOME_IRON_UPTAKE_AND_TRANSPORT	58	58		
REACTOME_TRANSFERRIN_ENDOCYTOSIS_AND_RECYCLING	31	31		
REACTOME_TRAF3_DEPENDENT_IRF_ACTIVATION_PATHWAY	14		Rejected!	
REACTOME_NONSENSE_MEDIATED_DECAY_NMD_	116	116		
REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION	29	29		
REACTOME_TRAF6_MEDIATED_NF_KB_ACTIVATION	24	24		
REACTOME_NF_KB_ACTIVATION_THROUGH_FADD_RIP_1_PATHWAY_MEDIATED_BY_CASPASE_8_AND_10	12		Rejected!	
REACTOME_NEGATIVE_REGULATORS_OF_DDX58_IFIH1_SIGNALING	34	34		
REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES	55	55		
REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_EPSILON	17	17		
REACTOME_IRAK1_RECRUITS_IKK_COMPLEX	14		Rejected!	
REACTOME_IKK_COMPLEX_RECRUITMENT_MEDIATED_BY_RIP1	23	23		
REACTOME_IRAK2_MEDIATED_ACTIVATION_OF_TAK1_COMPLEX	10		Rejected!	
REACTOME_TRAF6_MEDIATED_INDUCTION_OF_TAK1_COMPLEX_WITHIN_TLR4_COMPLEX	16	16		
REACTOME_MOLYBDENUM_COFACTOR_BIOSYNTHESIS	6		Rejected!	
REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION	186	186		
REACTOME_ACTIVATED_NTRK3_SIGNALS_THROUGH_PI3K	6		Rejected!	
REACTOME_CLASS_I_PEROXISOMAL_MEMBRANE_PROTEIN_IMPORT	20	20		
REACTOME_NEGATIVE_REGULATION_OF_NOTCH4_SIGNALING	54	54		
REACTOME_DISEASES_OF_BASE_EXCISION_REPAIR	5		Rejected!	
REACTOME_FLT3_SIGNALING	292	290		
REACTOME_PROTEIN_LOCALIZATION	164	163		
REACTOME_INSERTION_OF_TAIL_ANCHORED_PROTEINS_INTO_THE_ENDOPLASMIC_RETICULUM_MEMBRANE	22	22		
REACTOME_HCMV_INFECTION	162	158		
REACTOME_HCMV_EARLY_EVENTS	138	134		
REACTOME_ASSEMBLY_AND_CELL_SURFACE_PRESENTATION_OF_NMDA_RECEPTORS	44	44		
REACTOME_HCMV_LATE_EVENTS	116	112		
REACTOME_AUTOPHAGY	151	151		
REACTOME_LIPOPHAGY	9		Rejected!	
REACTOME_CHAPERONE_MEDIATED_AUTOPHAGY	22	22		
REACTOME_FOXO_MEDIATED_TRANSCRIPTION	66	66		
REACTOME_REGULATION_OF_LOCALIZATION_OF_FOXO_TRANSCRIPTION_FACTORS	12		Rejected!	
REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_DEATH_GENES	16	16		
REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_OXIDATIVE_STRESS_METABOLIC_AND_NEURONAL_GENES	30	30		
REACTOME_LATE_ENDOSOMAL_MICROAUTOPHAGY	34	34		
REACTOME_POSTMITOTIC_NUCLEAR_PORE_COMPLEX_NPC_REFORMATION	27	27		
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_GRANULOPOIESIS	90	86		
REACTOME_NEGATIVE_REGULATION_OF_NMDA_RECEPTOR_MEDIATED_NEURONAL_TRANSMISSION	21	21		
REACTOME_REGULATION_OF_FOXO_TRANSCRIPTIONAL_ACTIVITY_BY_ACETYLATION	10		Rejected!	
REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_CYCLE_GENES	17	17		
REACTOME_ACTIVATION_OF_RAC1_DOWNSTREAM_OF_NMDARS	7		Rejected!	
REACTOME_ACTIVATION_OF_AMPK_DOWNSTREAM_OF_NMDARS	29	29		
REACTOME_EGR2_AND_SOX10_MEDIATED_INITIATION_OF_SCHWANN_CELL_MYELINATION	29	29		
REACTOME_LONG_TERM_POTENTIATION	23	23		
REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_TO_CONTROL_BILE_ACID_HOMEOSTASIS	9		Rejected!	
REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_LINKED_TO_GLUCONEOGENESIS_	5		Rejected!	
REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY	102	102		
REACTOME_CONSTITUTIVE_SIGNALING_BY_OVEREXPRESSED_ERBB2	11		Rejected!	
REACTOME_REGULATION_OF_GLYCOLYSIS_BY_FRUCTOSE_2_6_BISPHOSPHATE_METABOLISM	12		Rejected!	
REACTOME_ESTROGEN_STIMULATED_SIGNALING_THROUGH_PRKCZ	6		Rejected!	
REACTOME_ESTROGEN_DEPENDENT_NUCLEAR_EVENTS_DOWNSTREAM_OF_ESR_MEMBRANE_SIGNALING	24	24		
REACTOME_SUPPRESSION_OF_APOPTOSIS	7		Rejected!	
REACTOME_INFECTION_WITH_MYCOBACTERIUM_TUBERCULOSIS	27	26		
REACTOME_PREVENTION_OF_PHAGOSOMAL_LYSOSOMAL_FUSION	9		Rejected!	
REACTOME_MODULATION_BY_MTB_OF_HOST_IMMUNE_SYSTEM	7		Rejected!	
REACTOME_SUPPRESSION_OF_PHAGOSOMAL_MATURATION	13		Rejected!	
REACTOME_RESPONSE_OF_MTB_TO_PHAGOCYTOSIS	23	23		
REACTOME_AMINO_ACIDS_REGULATE_MTORC1	55	55		
REACTOME_STAT5_ACTIVATION	7		Rejected!	
REACTOME_ALPHA_PROTEIN_KINASE_1_SIGNALING_PATHWAY	11		Rejected!	
REACTOME_DISEASES_OF_PROGRAMMED_CELL_DEATH	24	24		
REACTOME_AGGREPHAGY	44	44		
REACTOME_N_GLYCAN_TRIMMING_AND_ELONGATION_IN_THE_CIS_GOLGI	5		Rejected!	
REACTOME_RAS_PROCESSING	24	24		
REACTOME_RESPONSE_OF_EIF2AK1_HRI_TO_HEME_DEFICIENCY	15	15		
REACTOME_DEFECTS_OF_CONTACT_ACTIVATION_SYSTEM_CAS_AND_KALLIKREIN_KININ_SYSTEM_KKS_	16	16		
REACTOME_SIGNALING_BY_MAPK_MUTANTS	7		Rejected!	
REACTOME_LEISHMANIA_INFECTION	306	305		
REACTOME_ABERRANT_REGULATION_OF_MITOTIC_G1_S_TRANSITION_IN_CANCER_DUE_TO_RB1_DEFECTS	17	17		
REACTOME_SIGNALING_BY_MRAS_COMPLEX_MUTANTS	8		Rejected!	
REACTOME_ADORA2B_MEDIATED_ANTI_INFLAMMATORY_CYTOKINES_PRODUCTION	133	133		
REACTOME_PURINERGIC_SIGNALING_IN_LEISHMANIASIS_INFECTION	24	24		
REACTOME_DEFECTIVE_FACTOR_VIII_CAUSES_HEMOPHILIA_A	7		Rejected!	
REACTOME_CD163_MEDIATING_AN_ANTI_INFLAMMATORY_RESPONSE	9		Rejected!	
REACTOME_ANTI_INFLAMMATORY_RESPONSE_FAVOURING_LEISHMANIA_PARASITE_INFECTION	223	222		
REACTOME_SELECTIVE_AUTOPHAGY	82	82		
REACTOME_FCGR3A_MEDIATED_IL10_SYNTHESIS	95	94		
REACTOME_PARASITE_INFECTION	116	115		
REACTOME_KILLING_MECHANISMS	12		Rejected!	
REACTOME_LTC4_CYSLTR_MEDIATED_IL4_PRODUCTION	7		Rejected!	
REACTOME_PEXOPHAGY	11		Rejected!	
REACTOME_SIGNALING_BY_ERBB2_ECD_MUTANTS	16	16		
REACTOME_DEFECTIVE_FACTOR_IX_CAUSES_HEMOPHILIA_B	9		Rejected!	
REACTOME_SEALING_OF_THE_NUCLEAR_ENVELOPE_NE_BY_ESCRT_III	32	32		
REACTOME_SIGNALING_BY_KIT_IN_DISEASE	20	20		
REACTOME_INHIBITION_OF_DNA_RECOMBINATION_AT_TELOMERE	68	64		
REACTOME_SIGNALING_BY_PDGFR_IN_DISEASE	20	20		
REACTOME_DEFECTIVE_F9_ACTIVATION	6		Rejected!	
REACTOME_SIGNALING_BY_PDGFRA_TRANSMEMBRANE_JUXTAMEMBRANE_AND_KINASE_DOMAIN_MUTANTS	12		Rejected!	
REACTOME_SIGNALING_BY_MEMBRANE_TETHERED_FUSIONS_OF_PDGFRA_OR_PDGFRB	5		Rejected!	
REACTOME_NERVOUS_SYSTEM_DEVELOPMENT	580		Rejected!	
REACTOME_DISEASES_OF_MITOTIC_CELL_CYCLE	36	36		
REACTOME_DISEASES_OF_DNA_REPAIR	10		Rejected!	
REACTOME_SARS_COV_1_INFECTION	50	50		
REACTOME_POTENTIAL_THERAPEUTICS_FOR_SARS	37	37		
REACTOME_TRANSLATION_OF_REPLICASE_AND_ASSEMBLY_OF_THE_REPLICATION_TRANSCRIPTION_COMPLEX	13		Rejected!	
REACTOME_SARS_COV_INFECTIONS	86	86		
REACTOME_GENOME_REPLICATION_AND_TRANSCRIPTION	6		Rejected!	
REACTOME_MATURATION_OF_NUCLEOPROTEIN	10		Rejected!	
REACTOME_MATURATION_OF_PROTEIN_3A	9		Rejected!	
REACTOME_MATURATION_OF_SPIKE_PROTEIN	5		Rejected!	
REACTOME_TRANSLATION_OF_STRUCTURAL_PROTEINS	28	28		
REACTOME_ABERRANT_REGULATION_OF_MITOTIC_EXIT_IN_CANCER_DUE_TO_RB1_DEFECTS	20	20		
REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION_IN_TLR7_8_OR_9_SIGNALING	14		Rejected!	
REACTOME_N_GLYCAN_ANTENNAE_ELONGATION_IN_THE_MEDIAL_TRANS_GOLGI	26	26		
REACTOME_N_GLYCAN_ANTENNAE_ELONGATION	15	15		
REACTOME_REACTIONS_SPECIFIC_TO_THE_COMPLEX_N_GLYCAN_SYNTHESIS_PATHWAY	10		Rejected!	
REACTOME_TERMINATION_OF_O_GLYCAN_BIOSYNTHESIS	23	23		
REACTOME_AMYLOID_FIBER_FORMATION	109	105		
REACTOME_SERINE_BIOSYNTHESIS	9		Rejected!	
REACTOME_GABA_RECEPTOR_ACTIVATION	60	60		
REACTOME_GABA_B_RECEPTOR_ACTIVATION	43	43		
REACTOME_GROWTH_HORMONE_RECEPTOR_SIGNALING	24	24		
REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION	308	308		
REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	370	369		
REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC	25	25		
REACTOME_KINESINS	61	61		
REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION	170	170		
REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_BCR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS	86	85		
REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR_	166	165		
REACTOME_ION_CHANNEL_TRANSPORT	184	184		
RYAN_MANTLE_CELL_LYMPHOMA_NOTCH_DIRECT_UP	148	148		
WP_B_CELL_RECEPTOR_SIGNALING_PATHWAY	98	97		
WP_TRANSSULFURATION_PATHWAY	10		Rejected!	
WP_NANOPARTICLE_TRIGGERED_AUTOPHAGIC_CELL_DEATH	24	23		
WP_BENZENE_METABOLISM	6		Rejected!	
WP_MAMMARY_GLAND_DEVELOPMENT_PATHWAY_EMBRYONIC_DEVELOPMENT_STAGE_1_OF_4	18	18		
WP_CODEINE_AND_MORPHINE_METABOLISM	15	15		
WP_CALCIUM_REGULATION_IN_THE_CARDIAC_CELL	152	150		
WP_MIR517_RELATIONSHIP_WITH_ARCN1_AND_USP1	5		Rejected!	
WP_ALANINE_AND_ASPARTATE_METABOLISM	12		Rejected!	
WP_MICRORNA_NETWORK_ASSOCIATED_WITH_CHRONIC_LYMPHOCYTIC_LEUKEMIA	7		Rejected!	
WP_WHITE_FAT_CELL_DIFFERENTIATION	33	32		
WP_EGFEGFR_SIGNALING_PATHWAY	163	162		
WP_DNA_REPLICATION	42	42		
WP_PYRIMIDINE_METABOLISM	86	84		
WP_VITAMIN_B12_METABOLISM	53	52		
WP_ANGIOPOIETIN_LIKE_PROTEIN_8_REGULATORY_PATHWAY	132	132		
WP_DNA_DAMAGE_RESPONSE	69	68		
WP_OXIDATIVE_DAMAGE	41	40		
WP_SPINAL_CORD_INJURY	119	118		
WP_PHASE_I_BIOTRANSFORMATIONS_NON_P450	8		Rejected!	
WP_NICOTINE_ACTIVITY_ON_DOPAMINERGIC_NEURONS	21	21		
WP_BENZOAPYRENE_METABOLISM	9		Rejected!	
WP_PI3KAKTMTOR_VITD3_SIGNALLING	22	22		
WP_IL1_SIGNALING_PATHWAY	57	55		
WP_GASTRIC_CANCER_NETWORK_1	29	29		
WP_CYTOSINE_METHYLATION	9		Rejected!	
WP_COPPER_HOMEOSTASIS	54	54		
WP_KIT_RECEPTOR_SIGNALING_PATHWAY	60	59		
WP_TGFBETA_RECEPTOR_SIGNALING	58	56		
WP_VITAMIN_D_METABOLISM	10		Rejected!	
WP_THYROXINE_THYROID_HORMONE_PRODUCTION	6		Rejected!	
WP_MIRNAS_INVOLVEMENT_IN_THE_IMMUNE_RESPONSE_IN_SEPSIS	63	56		
WP_PROSTAGLANDIN_SYNTHESIS_AND_REGULATION	45	45		
WP_FTO_OBESITY_VARIANT_MECHANISM	8		Rejected!	
WP_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	38	38		
WP_SEROTONIN_RECEPTOR_467_AND_NR3C_SIGNALING	19	19		
WP_ID_SIGNALING_PATHWAY	16	16		
WP_INTEGRATED_BREAST_CANCER_PATHWAY	154	152		
WP_METASTATIC_BRAIN_TUMOR	28	21		
WP_GLYCEROLIPIDS_AND_GLYCEROPHOSPHOLIPIDS	24	22		
WP_TYPE_II_INTERFERON_SIGNALING_IFNG	37	37		
WP_DEVELOPMENT_AND_HETEROGENEITY_OF_THE_ILC_FAMILY	32	32		
WP_MITOCHONDRIAL_LCFATTY_ACID_BETAOXIDATION	17	17		
WP_HEMATOPOIETIC_STEM_CELL_DIFFERENTIATION	62	62		
WP_METHIONINE_DE_NOVO_AND_SALVAGE_PATHWAY	22	22		
WP_TP53_NETWORK	20	19		
WP_GABA_RECEPTOR_SIGNALING	33	31		
WP_TGFB_SIGNALING_IN_THYROID_CELLS_FOR_EPITHELIALMESENCHYMAL_TRANSITION	18	18		
WP_VALPROIC_ACID_PATHWAY	13		Rejected!	
WP_GLIAL_CELL_DIFFERENTIATION	8		Rejected!	
WP_SUDDEN_INFANT_DEATH_SYNDROME_SIDS_SUSCEPTIBILITY_PATHWAYS	162	160		
WP_HISTONE_MODIFICATIONS	70	65		
WP_PATHWAYS_IN_CLEAR_CELL_RENAL_CELL_CARCINOMA	87	85		
WP_MIRNAS_INVOLVED_IN_DNA_DAMAGE_RESPONSE	50	49		
WP_ZINC_HOMEOSTASIS	37	37		
WP_BMP2WNT4FOXO1_PATHWAY_IN_HUMAN_PRIMARY_ENDOMETRIAL_STROMAL_CELL_DIFFERENTIATION	13		Rejected!	
WP_ALZHEIMERS_DISEASE	150	139		
WP_THYMIC_STROMAL_LYMPHOPOIETIN_TSLP_SIGNALING_PATHWAY	47	46		
WP_IMATINIB_AND_CHRONIC_MYELOID_LEUKEMIA	21	20		
WP_EICOSANOID_SYNTHESIS	26	26		
WP_SIGNALING_OF_HEPATOCYTE_GROWTH_FACTOR_RECEPTOR	34	34		
WP_SIGNAL_TRANSDUCTION_OF_S1P_RECEPTOR	26	25		
WP_SELENIUM_MICRONUTRIENT_NETWORK	91	90		
WP_EUKARYOTIC_TRANSCRIPTION_INITIATION	42	42		
WP_WNT_SIGNALING_PATHWAY_AND_PLURIPOTENCY	106	101		
WP_GLUTATHIONE_METABOLISM	22	22		
WP_NOTCH1_REGULATION_OF_HUMAN_ENDOTHELIAL_CELL_CALCIFICATION	18	17		
WP_ROLE_OF_OSX_AND_MIRNAS_IN_TOOTH_DEVELOPMENT	36	30		
WP_DEREGULATION_OF_RAB_AND_RAB_EFFECTOR_GENES_IN_BLADDER_CANCER	16	16		
WP_IL5_SIGNALING_PATHWAY	40	40		
WP_SRF_AND_MIRS_IN_SMOOTH_MUSCLE_DIFFERENTIATION_AND_PROLIFERATION	13		Rejected!	
WP_HIF1A_AND_PPARG_REGULATION_OF_GLYCOLYSIS	8		Rejected!	
WP_STEROL_REGULATORY_ELEMENTBINDING_PROTEINS_SREBP_SIGNALLING	73	71		
